review title,review,place name,category,city
Fantastic hotel,"We’ve just returned back home from a week at the Sol Oasis and we loved every minute of it. The majority of the reviews for this hotel are amazing and they are spot on. I can’t believe some of the recent lower rated reviews considering the experience I had here.

The food was incredible in my opinion, there were a lot of Moroccan foods in the buffet at lunch and dinner and I was excited to try all the different types of tagines that I could. Fussy eaters may struggle a little bit but my advice would be to just try as much as possible. If that fails, you can always go up the pizza oven by the bar and get a pizza. That was a great option to have throughout the days, from about 2pm til 10pm I think.

As for the drinks, on the most part they were great. One negative was that the same cocktail with one barman could taste completely different when ordered from the next barman, but we never had any that tasted bad. The cocktail list itself was decent and the bar staff will make you something that isn’t on the menu if you ask. There were 3 options for beer, Estrella, San Miguel and a local beer - all included in the AI. They are all bottled as they do not have draught beer. Soufiane and Nouredine deserve shout outs on the bar team.

The staff at this hotel are amazing, everyone was so friendly. The entertainment team as a whole are fantastic and they all take time out to get to know you and it’s genuine. Big shout outs to Khalil, Mohamed and Robio in particular who spoke with us often.

We got a massage in the spa which was good and cheap compared to the UK.

The rooms are slightly on the small side but the interior is great and overall we were very happy with the room.

The hotel is about 35/40 mins from the airport and about 30/35 mins to the medina. The hotel clearly states this and anyone who books the hotel should know this before booking, I don’t understand why people book this hotel and then complain about the location. The hotel provides a shuttle bus at multiple times during the day and this needs to be booked via the app but is very convenient and great to have. This is provided at check in.

Important to mention a couple of minor feedback points:
Drinks service at lunch and dinner was poor mostly, it’s fine if you want a soft drink or a glass of wine as they are left out for you to take as you want, but to get a beer at dinner wasn’t easy and nobody came over to us to offer one except for on one occasion.
Some sort of drinks service around the pool would be a great addition, I’m more than happy to walk to the bar for a drink but every so often the queues would be quite big so having that option would have been good.

I could go on and on listing the positives of this hotel but in conscious of the length of this review! The bottom line is if we decide to return to Marrakech, there is absolutely no doubt that it would be to the Sol Oasis.",Sol Oasis Marrakech,Hotel,Marrakech
Recommend the entertainment and bar staff totally amazing,"The entertainment staff and bar staff absolutely amazing couldn’t help you enough happy with all
Their hard work. Would definitely recommend the hotel in the future",Sol Oasis Marrakech,Hotel,Marrakech
we really enjoyed our stay it was amazing when we arrived there was fresh water in our rooms and aircon we will come aga,all if the entertainment staff are amazing especially mo and khalil we really enjoyed our stay here we will be sure to come again,Sol Oasis Marrakech,Hotel,Marrakech
Great holiday let down by reception staff,"We had a great holiday. The entertainment staff were fantastic. A special mention to Khalil, Mohammed and our favourite bar staff member Sofrane.",Sol Oasis Marrakech,Hotel,Marrakech
Awesome,"Great hotel .
staff are all brilliant entertainment team are amazing the pool party is a experience to remember
All the shows are good and KHALIL and NOUHA From the entertainment team have made the holiday even better",Sol Oasis Marrakech,Hotel,Marrakech
Another dream stay DE,"I would like to thank all the staff, of course Mrs Rachida, Kenza, the staff DE the reception, all the Animators, Sam, Dounia, Nouha, Fati, Wahiba, Zak, Mike, Khalil, our DJ Nizar, the photographer Simo. the staff of the Bar Nurredine, Soufiane, Hicham, Mohssin, Hannane, Brahim, Said and of course those I have surely forgotten. Our wonderful waitress of Hannan and Mahamine restaurant, the restaurant staff who always serve us with a smile a little nice word, thank you Fatima our maid DE. A staff at the TOP as well as gardeners the maintenance workers, I would like to sincerely thank all the staff DE the hotel without exception. For 4 years we have been coming to this wonderful Hotel, we always have the pleasure of having the same room of course if that and possible.
It is with great pleasure that we come back EN September. Thank you once again for all the joy you give us. MERCI
Mr and Mrs MARCEAUX DIT CLEMENT.",Sol Oasis Marrakech,Hotel,Marrakech
My Honest Review of the Hotel,"My Honest Review of the Hotel

We arrived late on Saturday, but the reception staff welcomed us warmly and helped us with everything we needed. The next day, when we asked to change our room, they responded kindly and handled it with a smile.

The food was delicious, and the kitchen team did a great job. We really enjoyed trying new dishes.

The animation team was energetic and professional. They truly knew how to entertain guests and get everyone involved in the activities. Some of the team members who stood out were Jenna, Mo, Hamza, Mido, Zack, and Sam — they were all friendly, lively, and great at what they do.

This was my first trip to Morocco, and it was a good experience. If I have the chance, I would love to come back again.",Sol Oasis Marrakech,Hotel,Marrakech
Perfect Hotel,"Nice hotel, good food, great staff
Jenna always available and professional
We'll probably come back someday.",Sol Oasis Marrakech,Hotel,Marrakech
Good Stay ground oasis,"Great stay on the ground oasis. Many cultural and sporting activities (especially the pool party), very clean places and very friendly and welcoming staff. Thank you Donia and zak and Khalil and Noha and mido and all the services rendered.",Sol Oasis Marrakech,Hotel,Marrakech
Stunning Moroccan architecture and great Indian hospitality,"The architecture of the courtyard is stunning. You see a lot of great Moroccan architecture in the old city and the courtyard just brings you back there - but uber luxury style. Really enjoyed the hospitality by Mamdouh and his team, the Rivayat Indian food and the amazing view of the gardens! Made our stay really great. Highly recommend a few days here to rejuvenate ❤️",The Oberoi Marrakech,Hotel,Marrakech
A fabulous hotel,"Our stay at The Oberoi was amazing from start to finish the service was exemplary. The staff ensure your every need is met and are professional in every respect . The Manager is also very welcoming ensuring you are happy during your stay and interacting with guests on a regular basis . 
The setting is beautiful the decor and attention to detail embraces the true 
Moroccan aesthetic style . We ate in both restaurants the food choice and standards were both excellent.We would definitely return to the hotel all the staff were so warm and friendly particular mention to Adil who looked after us very well in the restaurant and also organised a birthday surprise for my partner, Zachariah at breakfast time and Mohammed who was skilled in his cocktail mixing . However everyone made us very welcome a huge thank you to all the team !",The Oberoi Marrakech,Hotel,Marrakech
